GenreLink,Genre,NumberOfPeople
/work/shelves/1558617,mind-and-brain,2
/work/shelves/1558617,wishlist,2
/work/shelves/1558617,positive-psychology,2
/work/shelves/1558617,pamuk,1
/work/shelves/1558617,life,1
/work/shelves/1558617,עיוני,1
/work/shelves/1558617,mental-health,1
/work/shelves/96533,shelf-society,1
/work/shelves/96533,wr,1
/work/shelves/96533,primitivism,1
/work/shelves/96533,twentytwentywun,1
/work/shelves/96547,lit-crit,1
/work/shelves/96547,16sgl-library,1
/work/shelves/96547,tom,1
/work/shelves/96547,storage-box-17,1
/work/shelves/96547,literary-theory-criticism-history,1
/work/shelves/96547,history-british,1
/work/shelves/96547,maybe-read,1
/work/shelves/96543,writing,2
/work/shelves/96543,psychology-therapy,2
/work/shelves/96543,positive-psych,2
/work/shelves/96543,get,2
/work/shelves/96543,psych,2
/work/shelves/96543,to-read-2,2
/work/shelves/96543,learning,2
/work/shelves/1558617,for-school,1
/work/shelves/1558617,vpl-papier,1
/work/shelves/1558617,want-to-read-nonfiction,1
/work/shelves/1558617,non-fictie,1
/work/shelves/1558617,happiness-yale-course,1
/work/shelves/1558617,for-study-purpose,1
/work/shelves/1558617,popsci,1
/work/shelves/1558617,non-fiction-understanding-the-world,1
/work/shelves/96533,non-fiction-want-to-read,1
/work/shelves/96533,2021,1
/work/shelves/96533,to-read-2021,1
/work/shelves/96533,science-of-happiness,1
/work/shelves/96533,biology,1
/work/shelves/96547,nonfiction,1
/work/shelves/96547,history-intellectual,1
/work/shelves/96547,literary-criticism,1
/work/shelves/96547,other-non-fiction,1
/work/shelves/96543,ebooks,2
/work/shelves/96543,leadership,2
/work/shelves/96543,character,2
/work/shelves/96543,a,2
/work/shelves/96543,kindle,2
/work/shelves/96543,non-fiction-to-read,2
/work/shelves/96543,to-buy,2
/work/shelves/1558617,unread,1
/work/shelves/1558617,health222,1
/work/shelves/1558617,technical,1
/work/shelves/1558617,tbr-non-fiction,1
/work/shelves/1558617,misc,1
/work/shelves/1558617,coursera-intro-to-psychology,1
/work/shelves/96533,fakta,1
/work/shelves/96533,to-buy-positive-psychology,1
/work/shelves/96533,tieto,1
/work/shelves/96533,helmet-2020,1
/work/shelves/96533,_read-3-later,1
/work/shelves/96543,ref,1
/work/shelves/96543,martin-e-p-seligman,1
/work/shelves/96543,support,1
/work/shelves/96543,critical-mh,1
/work/shelves/96543,approaches,1
/work/shelves/96543,wtr-cat3-emotional-life,1
/work/shelves/96543,biblical-counselling,1
/work/shelves/96543,tbr-find-source,1
/work/shelves/1558617,psych-ish,1
/work/shelves/1558617,brain-stuff,1
/work/shelves/1558617,zzz,1
/work/shelves/1558617,happiness-mindset,1
/work/shelves/1558617,soc,1
/work/shelves/1558617,awaiting-on-shelf,1
/work/shelves/96533,misc,1
/work/shelves/96533,_sociology-and-anthropology,1
/work/shelves/96533,want-to-read,1
/work/shelves/96533,personal-dev,1
/work/shelves/96533,bienestar,1
/work/shelves/96533,bye-bye-physical-copy,1
/work/shelves/96533,bewustzijn,1
/work/shelves/96543,علم-نفس,1
/work/shelves/96543,required_reading_<br/>rankedorder_2021,1
/work/shelves/96543,lil-tidbits-o-knowledge,1
/work/shelves/96543,learn-career,1
/work/shelves/96543,psy,1
/work/shelves/96543,fielding-graduate-reading,1
/work/shelves/96543,healing-purpose-intention,1
/work/shelves/1558617,universidad,1
/work/shelves/1558617,queued,1
/work/shelves/1558617,psicología,1
/work/shelves/1558617,development,1
/work/shelves/1558617,self-development-and-psychology,1
/work/shelves/1558617,00-inbox,1
/work/shelves/1558617,2020,1
/work/shelves/1558617,livros-que-tenho,1
/work/shelves/1558617,bookhyllo,1
/work/shelves/96533,31-bin,1
/work/shelves/96533,ehb-klimaatverandering,1
/work/shelves/96533,good,1
/work/shelves/96533,read-psychology,1
/work/shelves/96533,for-later,1
/work/shelves/96533,2015,1
/work/shelves/96543,edu-stipend,1
/work/shelves/96543,critical,1
/work/shelves/96543,in-my-online-library,1
/work/shelves/96543,in-my-hardcopy-library,1
/work/shelves/96543,educational-philosophy,1
/work/shelves/96543,psicología,1
/work/shelves/1558617,home-library,1
/work/shelves/1558617,unavailable,1
/work/shelves/1558617,owned-physical,1
/work/shelves/1558617,list,1
/work/shelves/1558617,evo-anthro-psych-professor-reads,1
/work/shelves/1558617,1_wait_for_newer_<br/>one,1
/work/shelves/1558617,mentoring,1
/work/shelves/1558617,physical-tbr,1
/work/shelves/96533,pszich,1
/work/shelves/96533,nonf,1
/work/shelves/96533,priority,1
/work/shelves/96533,ei,1
/work/shelves/96533,analysis,1
/work/shelves/96533,skim-nonfic,1
/work/shelves/96533,professional,1
/work/shelves/96550,to-read,1339
/work/shelves/96542,to-read,333
/work/shelves/96543,nonfiction-psychology-positive,1
/work/shelves/96543,nonfiction-psychology,1
/work/shelves/96543,misc,1
/work/shelves/96543,0-a-grand-reads-my-additions,1
/work/shelves/96543,cslc,1
/work/shelves/96543,stoicism,1
/work/shelves/96543,books-to-not-read,1
/work/shelves/96543,dezvoltare-personală,1
/work/shelves/1558617,kindle,1
/work/shelves/1558617,angus-reads,1
/work/shelves/1558617,man,1
/work/shelves/1558617,contemporary,1
/work/shelves/1558617,intro-to-psichology-language,1
/work/shelves/1558617,book-buy-new,1
/work/shelves/1558617,book-buy,1
/work/shelves/1558617,positive-psychology-mental-health,1
/work/shelves/96533,books-i-have,1
/work/shelves/96533,libros-que-tengo,1
/work/shelves/96533,rgte,1
/work/shelves/96533,nf-to-read,1
/work/shelves/96533,main-non-fiction-list,1
/work/shelves/96533,digest,1
/work/shelves/96550,science,60
/work/shelves/96550,currently-reading,43
/work/shelves/96550,non-fiction,37
/work/shelves/96550,nonfiction,25
/work/shelves/96550,biology,21
/work/shelves/96550,animals,15
/work/shelves/96550,lgbtq,11
/work/shelves/96542,psychology,13
/work/shelves/96542,self-help,5
/work/shelves/96542,currently-reading,4
/work/shelves/96542,special-interest,1
/work/shelves/96542,need-to-buy,1
/work/shelves/96542,علم-نفس,1
/work/shelves/96543,1-5-psychology-neuroscience,1
/work/shelves/96543,textbooks-to-read,1
/work/shelves/96543,1-2-notgreen,1
/work/shelves/96543,personlig-utveckling,1
/work/shelves/96543,t-self_improv,1
/work/shelves/96543,not-interested-for-now,1
/work/shelves/96543,scarlett_2-4,1
/work/shelves/1558617,philosophy-psychology-sociology,1
/work/shelves/1558617,evolutionsliterat<br/>ur,1
/work/shelves/1558617,to-buy-150,1
/work/shelves/1558617,books-2018,1
/work/shelves/1558617,simply-happy,1
/work/shelves/1558617,ensayos,1
/work/shelves/1558617,meaning-of-life,1
/work/shelves/96533,lists,1
/work/shelves/96548,to-read,347
/work/shelves/96550,queer,11
/work/shelves/96550,lgbt,8
/work/shelves/96550,sexuality,6
/work/shelves/96550,owned,6
/work/shelves/96550,zoology,5
/work/shelves/96550,gay,5
/work/shelves/96550,wishlist,5
/work/shelves/96542,psicologia,1
/work/shelves/96542,brainwashing-cults-braincontrol,1
/work/shelves/96542,priority-therapeutic-books,1
/work/shelves/96542,recommendations-course,1
/work/shelves/96542,nonfiction,1
/work/shelves/96542,read-next,1
/work/shelves/96542,0-nasim-taleb-2nd-order,1
/work/shelves/96542,non-fiction,1
/work/shelves/96542,i-own-physical-book,1
/work/shelves/96543,wellbeing,1
/work/shelves/96543,seems-good,1
/work/shelves/96543,virtue,1
/work/shelves/96543,1-random-topic,1
/work/shelves/96543,0-pp-interesting,1
/work/shelves/96543,grad-school-mapp,1
/work/shelves/96543,essential-reads,1
/work/shelves/1558617,2019,1
/work/shelves/1558617,school-books,1
/work/shelves/1558617,language-english,1
/work/shelves/1558617,uci,1
/work/shelves/1558617,صحية-وعلمية,1
/work/shelves/1558617,المكتبة-الرقمية,1
/work/shelves/96548,finance,15
/work/shelves/96548,currently-reading,11
/work/shelves/96548,economics,8
/work/shelves/96548,history,7
/work/shelves/96548,investing,4
/work/shelves/96548,non-fiction,3
/work/shelves/96548,goldman-sachs,3
/work/shelves/96550,reference,4
/work/shelves/96550,nature,4
/work/shelves/96550,gender-and-sexuality,4
/work/shelves/96550,to-buy,3
/work/shelves/96550,queer-theory,3
/work/shelves/96550,lgbt-nonfiction,3
/work/shelves/96542,to-read-non-fiction,1
/work/shelves/96542,pyschology,1
/work/shelves/96542,goodreads-friends,1
/work/shelves/96542,trauma-healing,1
/work/shelves/96542,mentalhealth-therapies,1
/work/shelves/96542,brain-change,1
/work/shelves/96542,self-defense,1
/work/shelves/96542,6-selp-help,1
/work/shelves/5847,to-read,6768
/work/shelves/96543,top-of-the-stack,1
/work/shelves/96543,soulfood,1
/work/shelves/96543,skills-and-abilities,1
/work/shelves/96543,recommended-to-me,1
/work/shelves/96543,psychology-and-psychiatry,1
/work/shelves/96543,eudaimonia,1
/work/shelves/96543,encyclopedia-and-reference,1
/work/shelves/1558617,behavior-change,1
/work/shelves/1558617,2018-reading-challenge,1
/work/shelves/1558617,success,1
/work/shelves/1558617,mental-health-mindfulness,1
/work/shelves/1558617,read-long-ago,1
/work/shelves/96548,financial,3
/work/shelves/96548,personal-finance,2
/work/shelves/96548,money,2
/work/shelves/96548,business,2
/work/shelves/96548,mmm-recommends,2
/work/shelves/96548,mmm,2
/work/shelves/96548,2021,1
/work/shelves/96550,psychology,3
/work/shelves/96550,ecology,3
/work/shelves/96550,favorites,3
/work/shelves/96550,bio,2
/work/shelves/96550,non-fiction-to-read,2
/work/shelves/96550,sex-and-sexuality,2
/work/shelves/96550,library,2
/work/shelves/96550,environment,2
/work/shelves/96550,i-own-it,2
/work/shelves/96542,5-psychology,1
/work/shelves/96542,4-counselling,1
/work/shelves/96542,önismeret-önfejlesztés,1
/work/shelves/96542,pszichologia,1
/work/shelves/96542,own,1
/work/shelves/96542,psy-depression,1
/work/shelves/96542,msw,1
/work/shelves/96542,pyschology-pyschotherapy,1
/work/shelves/5847,poetry,310
/work/shelves/5847,classics,282
/work/shelves/5847,currently-reading,238
/work/shelves/5847,non-fiction,47
/work/shelves/5847,philosophy,45
/work/shelves/5847,owned,44
/work/shelves/5847,favorites,37
/work/shelves/5847,latin,33
/work/shelves/5847,romance,30
/work/shelves/5847,own,29
/work/shelves/96543,to-purchase,1
/work/shelves/96543,0-favorites,1
/work/shelves/96543,digital,1
/work/shelves/96543,english,1
/work/shelves/96543,library-psychology,1
/work/shelves/96543,self-coaching,1
/work/shelves/96543,downloaded,1
/work/shelves/1558617,business,1
/work/shelves/1558617,read-in-the-noughties,1
/work/shelves/1558617,polica,1
/work/shelves/1558617,nije-pročitano,1
/work/shelves/1558617,my-books-to-read-x1f4d6,1
/work/shelves/1558617,pianerottolo-sopra,1
/work/shelves/96548,business-finance,1
/work/shelves/96548,maybe-read-if-there-is-time,1
/work/shelves/96548,multipliers,1
/work/shelves/96548,economy,1
/work/shelves/96550,nf,2
/work/shelves/96550,ebook,2
/work/shelves/96550,default,2
/work/shelves/96550,gender-studies,2
/work/shelves/96550,wish-list,2
/work/shelves/96550,feminism,2
/work/shelves/96550,want,2
/work/shelves/96550,want-to-read,2
/work/shelves/96550,philosophy,2
/work/shelves/96542,psychology-relationships,1
/work/shelves/96542,language-related-to-read,1
/work/shelves/96542,internet-infranet,1
/work/shelves/96542,happiness-well-being,1
/work/shelves/96542,mind-and-psychology,1
/work/shelves/96542,professional,1
/work/shelves/5847,classic,26
/work/shelves/5847,fiction,25
/work/shelves/5847,literature,23
/work/shelves/5847,classical,23
/work/shelves/5847,books-i-own,22
/work/shelves/5847,history,19
/work/shelves/5847,ancient,18
/work/shelves/96543,downloaded-skills,1
/work/shelves/96543,social-studies,1
/work/shelves/96543,effective-thinking-action,1
/work/shelves/96543,work,1
/work/shelves/96543,to_buy,1
/work/shelves/1558617,eudaimonia,1
/work/shelves/96548,ib,1
/work/shelves/96548,to-find,1
/work/shelves/96548,fi,1
/work/shelves/96548,economic,1
/work/shelves/96548,at-emory-library,1
/work/shelves/96548,tör,1
/work/shelves/96548,nonf,1
/work/shelves/96548,lek,1
/work/shelves/96550,nonfic,2
/work/shelves/96550,evolutionary-biology,1
/work/shelves/96550,natural-diversity,1
/work/shelves/96550,animal-lit,1
/work/shelves/96550,science-books-to-get,1
/work/shelves/96550,read-pre-2019,1
/work/shelves/96550,favorite,1
/work/shelves/96542,own-hard-copy,1
/work/shelves/96542,human-dimension,1
/work/shelves/96542,mba,1
/work/shelves/96542,not-in-library,1
/work/shelves/96542,self-help-to-read,1
/work/shelves/96542,education,1
/work/shelves/5847,to-buy,18
/work/shelves/5847,nonfiction,18
/work/shelves/5847,rome,17
/work/shelves/5847,wishlist,15
/work/shelves/5847,ancient-literature,15
/work/shelves/5847,antiquity,15
/work/shelves/5847,roman,15
/work/shelves/96548,econ,1
/work/shelves/96548,finance-investing,1
/work/shelves/96548,pleasure,1
/work/shelves/96548,philosophy,1
/work/shelves/96548,nonfiction,1
/work/shelves/96548,finance-economics,1
/work/shelves/96548,economics-finance,1
/work/shelves/96548,crafts-investing,1
/work/shelves/96548,__top20,1
/work/shelves/96550,lgbt-books-before-21th-c,1
/work/shelves/96550,geography-travel-culture,1
/work/shelves/96550,a-nonfiction-older-than-2000s,1
/work/shelves/96550,შედარებით-მალე,1
/work/shelves/96550,queer-ecology,1
/work/shelves/96550,eco-critical,1
/work/shelves/96542,psycho,1
/work/shelves/96542,addiction,1
/work/shelves/96542,cognition-and-behaviour,1
/work/shelves/96542,business-career,1
/work/shelves/96542,time-mgt,1
/work/shelves/5847,default,14
/work/shelves/5847,2019,13
/work/shelves/5847,ancient-rome,12
/work/shelves/5847,classici,12
/work/shelves/5847,erotica,12
/work/shelves/5847,mythology,12
/work/shelves/5847,2020,11
/work/shelves/96548,___general-finance,1
/work/shelves/96548,mmm-recommended,1
/work/shelves/96548,_next-up,1
/work/shelves/96548,maybe,1
/work/shelves/96548,to-read-2,1
/work/shelves/96548,mmmoustache,1
/work/shelves/96548,atlibrary,1
/work/shelves/96548,mrmoneymustache,1
/work/shelves/96550,eicc,1
/work/shelves/96550,interested,1
/work/shelves/96550,science-ish-philosophical-tier,1
/work/shelves/96550,queerfem,1
/work/shelves/96550,gay-and-lesbian,1
/work/shelves/96550,owned-books,1
/work/shelves/96550,33lib-san-diego,1
/work/shelves/96542,to-read-3,1
/work/shelves/96542,to-read-2,1
/work/shelves/96542,an-extended-mind,1
/work/shelves/96542,politics,1
/work/shelves/96542,3-stars,1
/work/shelves/96542,2013,1
/work/shelves/2030027,to-read,307
/work/shelves/5847,poesia,11
/work/shelves/5847,humor,11
/work/shelves/5847,ancient-classics,11
/work/shelves/5847,classical-studies,11
/work/shelves/5847,2017,10
/work/shelves/5847,2014,10
/work/shelves/5847,sexuality,10
/work/shelves/96548,finance-want-to-read,1
/work/shelves/96548,essentials,1
/work/shelves/96548,immediately-next,1
/work/shelves/96548,stock-market,1
/work/shelves/96548,home-library,1
/work/shelves/96548,mustachian-library,1
/work/shelves/96548,history-politics,1
/work/shelves/96548,recommended-by-mmm,1
/work/shelves/96550,next,1
/work/shelves/96550,animal-tales,1
/work/shelves/96550,misc,1
/work/shelves/96550,0-a-grand-reads-my-additions,1
/work/shelves/96550,reference-book,1
/work/shelves/96542,thesis-ma,1
/work/shelves/96542,office-library-owned,1
/work/shelves/96542,mental-health,1
/work/shelves/2030027,fiction,16
/work/shelves/2030027,currently-reading,9
/work/shelves/2030027,historical-fiction,9
/work/shelves/2030027,chinese-literature,6
/work/shelves/2030027,china,5
/work/shelves/2030027,chinese,4
/work/shelves/2030027,romance,4
/work/shelves/2030027,owned,3
/work/shelves/5847,love,10
/work/shelves/5847,owned-books,9
/work/shelves/5847,2016,9
/work/shelves/5847,poesía,9
/work/shelves/5847,home-library,9
/work/shelves/96548,political,1
/work/shelves/96548,not-own,1
/work/shelves/96548,not-on-overdrive,1
/work/shelves/96548,someday-maybe,1
/work/shelves/96548,want-to-read-non-fiction,1
/work/shelves/96548,to-read-investing,1
/work/shelves/96548,to-read-non-fiction,1
/work/shelves/96548,to-buy,1
/work/shelves/96550,zoology-biology-paleonthology,1
/work/shelves/96550,sociology-anthropology,1
/work/shelves/96550,priority-books,1
/work/shelves/96550,feminism-and-gender,1
/work/shelves/96550,en-canadian-litterature,1
/work/shelves/2030027,erotica,3
/work/shelves/2030027,asian,3
/work/shelves/2030027,asia,3
/work/shelves/2030027,my-bookshelf,2
/work/shelves/2030027,chinese-lit,2
/work/shelves/2030027,to-buy,2
/work/shelves/5847,psychology,8
/work/shelves/5847,greco-roman,8
/work/shelves/5847,2018,7
/work/shelves/5847,my-library,7
/work/shelves/5847,sex,7
/work/shelves/5847,ovid,7
/work/shelves/5847,clásicos,6
/work/shelves/5847,2015,6
/work/shelves/96548,maybe-read,1
/work/shelves/96548,2019,1
/work/shelves/96548,mmm-reading-list,1
/work/shelves/96548,maybe-to-read,1
/work/shelves/96548,potential-to-reads,1
/work/shelves/96548,goldman-sachs-challenge,1
/work/shelves/96548,looking-for,1
/work/shelves/96548,2000s,1
/work/shelves/96550,1_nonfiction,1
/work/shelves/96550,owned-not-yet-read,1
/work/shelves/96550,lgtb,1
/work/shelves/96550,to-read-the-second,1
/work/shelves/96550,tgp-reading-list,1
/work/shelves/96550,science-books,1
/work/shelves/96550,identity,1
/work/shelves/2030027,history,2
/work/shelves/2030027,contemporary-fiction,2
/work/shelves/2030027,asia-fiction,2
/work/shelves/2030027,own,2
/work/shelves/2030027,biography,2
/work/shelves/2030027,camera,1
/work/shelves/5847,classical-antiquity,6
/work/shelves/5847,library,6
/work/shelves/5847,classical-literature,6
/work/shelves/5847,latin-literature,6
/work/shelves/5847,translated,6
/work/shelves/5847,banned-books,6
/work/shelves/5847,2021,5
/work/shelves/96548,5-month-project,1
/work/shelves/96548,mba-books,1
/work/shelves/96548,history-economics,1
/work/shelves/96548,plunder,1
/work/shelves/96548,read-in-2013,1
/work/shelves/96548,good-books-for-economists,1
/work/shelves/96550,at-apl,1
/work/shelves/96550,queer-science,1
/work/shelves/96550,mandatory,1
/work/shelves/96550,fcl,1
/work/shelves/96550,diskussion,1
/work/shelves/96550,type-paperback,1
/work/shelves/96550,nonfiction_lgbtqi<br/>aplus,1
/work/shelves/2030027,foreign-authors,1
/work/shelves/2030027,中,1
/work/shelves/2030027,cina-e-corea-da-leggere,1
/work/shelves/2030027,tbr,1
/work/shelves/2030027,asian-writers,1
/work/shelves/96564,to-read,70
/work/shelves/96564,art,5
/work/shelves/5847,ebook,5
/work/shelves/5847,philosophie,5
/work/shelves/5847,relationships,5
/work/shelves/5847,ancient-world,5
/work/shelves/5847,letteratura-latina,5
/work/shelves/65849489,to-read,34
/work/shelves/96548,investment_later,1
/work/shelves/96548,gs-list,1
/work/shelves/96548,emory,-1
/work/shelves/96550,anthropology,1
/work/shelves/96550,scienza,1
/work/shelves/96550,lgbt-us-history-recs,1
/work/shelves/96550,2028-reading-plan,1
/work/shelves/2030027,at-home-not-read,1
/work/shelves/2030027,wl-fiction,1
/work/shelves/2030027,gelesen,1
/work/shelves/2030027,in-bezit,1
/work/shelves/2030027,bib-wandels,1
/work/shelves/2030027,2020,1
/work/shelves/2030027,default,1
/work/shelves/2030027,fiction-from-fact-base,1
/work/shelves/96564,currently-reading,3
/work/shelves/96564,homeschooling,3
/work/shelves/96564,withers,2
/work/shelves/96564,non-fiction,2
/work/shelves/96564,reference,1
/work/shelves/96564,2021-me,1
/work/shelves/96564,read-again,1
/work/shelves/96564,future-papers,1
/work/shelves/5847,kindle,5
/work/shelves/5847,school,5
/work/shelves/5847,the-classics,5
/work/shelves/5847,romans,5
/work/shelves/5847,ancient-history,5
/work/shelves/65849489,currently-reading,7
/work/shelves/65849489,poetry,5
/work/shelves/65849489,own,3
/work/shelves/65849489,classics,3
/work/shelves/65849489,philosophy,2
/work/shelves/65849489,history,2
/work/shelves/65849489,fiction,2
/work/shelves/96550,ch6,1
/work/shelves/96550,tbr-science-and-technology,1
/work/shelves/96550,tbr-nonfiction,1
/work/shelves/96550,tbr-lgbtqiap,1
/work/shelves/96550,tbr-animals,1
/work/shelves/96550,research,1
/work/shelves/96550,to-learn,1
/work/shelves/96550,own-not-read-nonfiction,1
/work/shelves/2030027,nederlandstalig,1
/work/shelves/2030027,2006,1
/work/shelves/2030027,wlt276-books,1
/work/shelves/2030027,home-library,1
/work/shelves/2030027,china-asia-fiction,1
/work/shelves/2030027,in-english,1
/work/shelves/2030027,author-china,1
/work/shelves/96564,books-to-own,1
/work/shelves/96564,tbr-family-homeschool,1
/work/shelves/96564,teaching-books,1
/work/shelves/96564,art-education,1
/work/shelves/96564,iownit,1
/work/shelves/96564,gentle-classical-preschool-l-2,1
/work/shelves/5847,folio-society,5
/work/shelves/5847,e-book,4
/work/shelves/5847,erotic,4
/work/shelves/5847,seduction,4
/work/shelves/5847,tbr,4
/work/shelves/65849489,william-shakespeare-reading-list,1
/work/shelves/65849489,translated,1
/work/shelves/65849489,romance-passion-love,1
/work/shelves/65849489,erotica,1
/work/shelves/65849489,ancient-rome,1
/work/shelves/96550,to-consider,1
/work/shelves/96550,recommended-by-loraine-hutchins,1
/work/shelves/96550,life-sciences,1
/work/shelves/96550,grid-group,1
/work/shelves/96550,memoir,1
/work/shelves/2030027,1-star,1
/work/shelves/2030027,meine-bücher,1
/work/shelves/2030027,collecties-in-bezit,1
/work/shelves/2030027,books-at-home,1
/work/shelves/96564,art-curriculum,1
/work/shelves/96564,read-now,1
/work/shelves/96564,homeschooling_edu<br/>cation,1
/work/shelves/96564,education-teaching,1
/work/shelves/96564,art-ed,1
/work/shelves/5847,greek-roman,4
/work/shelves/5847,owned-to-read,4
/work/shelves/5847,antiquité,4
/work/shelves/5847,no-ficción,4
/work/shelves/5847,dnf,4
/work/shelves/5847,self-help,4
/work/shelves/65849489,1995-tsundoku,1
/work/shelves/65849489,logos,1
/work/shelves/65849489,owned,1
/work/shelves/65849489,childhood-library,1
/work/shelves/65849489,audio-wanted,1
/work/shelves/2030027,raftul-denisei-lipsa,1
/work/shelves/2030027,2020-boekenkast,1
/work/shelves/2030027,z-bel-bks,1
/work/shelves/2030027,nepabaigtos-nes-neįtraukė,1
/work/shelves/2030027,Μυθιστόρημα-ξένα,1
/work/shelves/554815,to-read,50
/work/shelves/96564,arts-crafts,1
/work/shelves/96564,l,1
/work/shelves/96564,owned,1
/work/shelves/96564,my-classroom-want,1
/work/shelves/96564,art-education-textbooks,1
/work/shelves/96564,visual-arts,1
/work/shelves/96564,american-authors,1
/work/shelves/96564,wishlist,1
/work/shelves/5847,tbr-classics,4
/work/shelves/5847,europe,4
/work/shelves/5847,classici-greci-e-latini,4
/work/shelves/5847,italy,4
/work/shelves/5847,poesi,4
/work/shelves/5847,italian,4
/work/shelves/65849489,catégorie_ancient-roman-world,1
/work/shelves/65849489,_italia,1
/work/shelves/65849489,__antiquité,1
/work/shelves/65849489,z-calibre,1
/work/shelves/65849489,wish-list,1
/work/shelves/65849489,uk-21,1
/work/shelves/2030027,1990s,1
/work/shelves/2030027,romans-nederlands,1
/work/shelves/2030027,priority-tbr,1
/work/shelves/2030027,the-challenge-2016,1
/work/shelves/2030027,romane,1
/work/shelves/2030027,plethora-japanese-korean-chinese,1
/work/shelves/2030027,own-to-read,1
/work/shelves/2030027,my-books,1
/work/shelves/554815,poetry,33
/work/shelves/554815,art,10
/work/shelves/554815,currently-reading,5
/work/shelves/554815,owned,5
/work/shelves/554815,anthology,4
/work/shelves/554815,favorites,3
/work/shelves/554815,non-fiction,3
/work/shelves/554815,mom,2
/work/shelves/96564,education,1
/work/shelves/96564,personal-collection,1
/work/shelves/96564,for-teachers,1
/work/shelves/96564,juvenile,1
/work/shelves/5847,1st-century,4
/work/shelves/5847,clasicos,4
/work/shelves/5847,great-books,4
/work/shelves/5847,poems,4
/work/shelves/5847,read-for-school,4
/work/shelves/5847,to-read-soon,4
/work/shelves/65849489,tiger-shelf,1
/work/shelves/65849489,sync-d,1
/work/shelves/65849489,started-hope-to-return-soon,1
/work/shelves/65849489,sexuality,1
/work/shelves/65849489,romance,1
/work/shelves/2030027,hush-hush,1
/work/shelves/2030027,explicit,1
/work/shelves/2030027,erotica-darkromance,1
/work/shelves/2030027,east-and-aussie,1
/work/shelves/2030027,contemporary-chinese-prose,1
/work/shelves/2030027,belletristik-fiction,1
/work/shelves/2030027,available-at-raspberrys,1
/work/shelves/2030027,asia-and-far-east,1
/work/shelves/554815,books-i-own,2
/work/shelves/554815,own,2
/work/shelves/554815,hubbys-contributions,1
/work/shelves/554815,home-library,1
/work/shelves/554815,want-to-read-own-book,1
/work/shelves/5847,bookshelf,4
/work/shelves/5847,college-books,4
/work/shelves/5847,classic-literature,4
/work/shelves/5847,for-school,4
/work/shelves/5847,read-2020,3
/work/shelves/65849489,roman-literature,1
/work/shelves/65849489,relationships,1
/work/shelves/65849489,public-domain,1
/work/shelves/65849489,nonfiction,1
/work/shelves/65849489,mythology-folk-lore,1
/work/shelves/65849489,mythology,1
/work/shelves/2030027,_chine_tibet_hong-kong_taiwan,1
/work/shelves/2030027,__époque_1980s-1990s,1
/work/shelves/2030027,2014,1
/work/shelves/2030027,2012-reads,1
/work/shelves/2030027,2-rwe-bücherschrank,1
/work/shelves/2030027,08-romance,1
/work/shelves/2030027,2019,1
/work/shelves/2030027,read-in-2019,1
/work/shelves/2030027,favorites,1
/work/shelves/554815,challenge-2020,1
/work/shelves/554815,art-others,1
/work/shelves/554815,art-history,1
/work/shelves/554815,images,1
/work/shelves/554815,jfi,1
/work/shelves/5847,literatura,3
/work/shelves/5847,read-in-2019,3
/work/shelves/5847,humour,3
/work/shelves/65849489,kindle,1
/work/shelves/65849489,humor,1
/work/shelves/65849489,gutenberg,1
/work/shelves/65849489,greco-roman-studies,1
/work/shelves/65849489,favorites,1
/work/shelves/2030027,books-physical,1
/work/shelves/2030027,books-owned,1
/work/shelves/2030027,personal-library,1
/work/shelves/2030027,gekregen,1
/work/shelves/2030027,vision,1
/work/shelves/2030027,waiting-on-my-shelf,1
/work/shelves/554815,gro,1
/work/shelves/554815,poet-pablo-neruda,1
/work/shelves/554815,william-shakespeare-playwright,1
/work/shelves/554815,poet-maya-angelou,1
/work/shelves/554815,greek-plato,1
/work/shelves/554815,elizabeth-browning-poet,1
/work/shelves/554815,d-h-lawrence-writer,1
/work/shelves/65849489,erotic_general,1
/work/shelves/65849489,digital,1
/work/shelves/65849489,calibre,1
/work/shelves/65849489,brown,1
/work/shelves/65849489,ancient,1
/work/shelves/65849489,actualclassics,1
/work/shelves/2030027,read-in-dutch,1
/work/shelves/2030027,jelly,1
/work/shelves/2030027,new,1
/work/shelves/2030027,2,1
/work/shelves/2030027,read-in-english,1
/work/shelves/2030027,os-chinesisch,1
/work/shelves/2030027,0-2014,1
/work/shelves/554815,heavily-illustrated,1
/work/shelves/554815,babies,1
/work/shelves/554815,victorian-poetry-beauty,1
/work/shelves/554815,quotes-prose-poetry,1
/work/shelves/554815,photographic-art-images,1
/work/shelves/554815,owns-d,1
/work/shelves/65849489,2007,1
/work/shelves/65849489,2006-and-older,1
/work/shelves/2030027,collection,1
/work/shelves/2030027,erotic,1
/work/shelves/2030027,available_on_over<br/>drive,1
/work/shelves/2030027,read-in-2009,1
/work/shelves/2030027,history-historical,1
/work/shelves/809445,to-read,561
/work/shelves/554815,books-i-physically-own,1
/work/shelves/554815,arts,1
/work/shelves/554815,art-imagery,1
/work/shelves/554815,anthologies,1
/work/shelves/554815,2,1
/work/shelves/554815,home-bookshelf,1
/work/shelves/554815,default,1
/work/shelves/554815,my-shelf,1
/work/shelves/2030027,adult-and-new-adult,1
/work/shelves/2030027,love-stuff,1
/work/shelves/2030027,moja-lista,1
/work/shelves/2030027,cina,1
/work/shelves/2030027,asian-fiction,1
/work/shelves/2030027,selfish-main-characters,1
